ID,Title,Category,Muscle_Group,Muscles,Equipment,Difficulty,GIF_URL,use_time,Description
554,Dumbbell One Arm Triceps Extension On Bench Upper Arms,Strength,Arms,"Forearms, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/03621301-Dumbbell-One-Arm-Triceps-Extension-on-bench_Upper-Arms_720.gif,False,Sit on a bench holding a dumbbell
555,Dumbbell Decline Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03061301-Dumbbell-Decline-Triceps-Extension_Upper-Arms_720.gif,False,Lie on a decline bench holding dumbbells
556,Dumbbell Lying Elbow Press,Strength,Arms,"Forearms, Triceps","Flat Bench, Dumbbells",1/3,https://fitcron.com/wp-content/uploads/2021/04/03381301-Dumbbell-Lying-Elbow-Press_Triceps_720.gif,False,Lie on a bench holding dumbbells above chest
557,Dumbbell Lying One Arm Supinated Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/03461301-Dumbbell-Lying-One-Arm-Supinated-Triceps-Extension_Upper-Arms_720.gif,False,Lie on a bench holding a dumbbell with palm facing up
558,Dumbbell One Arm Reverse Grip Press,Strength,Arms,"Forearms, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/16221301-Dumbbell-One-Arm-Reverse-Grip-Press_Chest_720.gif,False,Stand holding a dumbbell with an underhand grip
559,Dumbbell Incline One Arm Hammer Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/16191301-Dumbbell-Incline-One-Arm-Hammer-Press_Upper-Arms_720.gif,False,Lie on an incline bench holding a dumbbell with a neutral grip
560,Dumbbell Decline One Arm Hammer Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/16171301-Dumbbell-Decline-One-Arm-Hammer-Press_Upper-Arms_720.gif,False,Lie on a decline bench holding a dumbbell with a neutral grip
561,Dumbbell Twisting Bench Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/17431301-Dumbbell-Twisting-Bench-Press_Upper-Arms_720.gif,False,Lie on a bench holding dumbbells
562,Dumbbell Lying Alternate Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/04/17291301-Dumbbell-Lying-Alternate-Extension_Upper-Arms_720.gif,False,Lie on a bench holding dumbbells overhead
563,Dumbbell Kickback Upper Arms,Strength,Arms,"Forearms, Triceps",Dumbbells,1/3,https://fitcron.com/wp-content/uploads/2021/04/03331301-Dumbbell-Kickback_Upper-Arms_720.gif,False,Bend forward holding dumbbells
564,Dumbbell Seated Bent Over Alternate Kickback Upper Arms,Strength,Arms,"Forearms, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/17301301-Dumbbell-Seated-Bent-Over-Alternate-Kickback_Upper-Arms_720.gif,False,Sit bent forward holding dumbbells
565,Dumbbell Seated Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/21881301-Dumbbell-Seated-Triceps-Extension_Upper-Arms_720.gif,False,Sit holding a dumbbell overhead with both hands
566,Dumbbell Seated Front And Back Tate Press,Strength,Arms,"Forearms, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/04/41571301-Dumbbell-Seated-Front-and-Back-Tate-Press_Shoulders_720.gif,False,Sit holding dumbbells above chest
567,Barbell Lying Close Grip Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Flat Bench, Barbell",3/3,https://fitcron.com/wp-content/uploads/2021/03/00561301-Barbell-Lying-Close-grip-Triceps-Extension_Upper-Arms_720.gif,False,Lie on a bench holding a barbell with a close grip
568,Barbell Lying Back Of The Head Tricep Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Flat Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/17201301-Barbell-Lying-Back-of-the-Head-Tricep-Extension_Upper-Arms_720.gif,False,Lie on a bench holding a barbell
569,Barbell Incline Reverse Grip Press,Strength,Arms,"Chest, Forearms, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/00481301-Barbell-Incline-Reverse-grip-Press_Triceps_720.gif,False,Lie on an incline bench holding a barbell with an underhand grip
570,Barbell Decline Close Grip To Skull Press Upper Arms,Strength,Arms,"Forearms, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/00351301-Barbell-Decline-Close-Grip-To-Skull-Press_Upper-Arms_720.gif,False,Lie on a decline bench holding a barbell with a close grip
571,Barbell Reverse Grip Skullcrusher Upper Arms,Strength,Arms,"Forearms, Triceps","Flat Bench, Barbell",3/3,https://fitcron.com/wp-content/uploads/2021/03/17211301-Barbell-Reverse-Grip-Skullcrusher_Upper-Arms_720.gif,False,Lie on a bench holding a barbell with an underhand grip
572,Barbell Lying Triceps Extension Skull Crusher Triceps Sfix,Strength,Arms,"Forearms, Triceps","Flat Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/00601301-Barbell-Lying-Triceps-Extension-Skull-Crusher_Triceps-SFIX_720.gif,False,Lie on a bench holding a barbell
573,Barbell One Arm Floor Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps",Barbell,2/3,https://fitcron.com/wp-content/uploads/2021/03/00651301-Barbell-One-Arm-Floor-Press_Upper-Arms_720.gif,False,Lie on the floor holding a barbell with one hand
574,Barbell Close Grip Bench Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps","Flat Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/00301301-Barbell-Close-Grip-Bench-Press_Upper-Arms_720.gif,False,Lie on a bench holding a barbell with a close grip
575,Barbell Incline Close Grip Bench Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/17191301-Barbell-Incline-Close-Grip-Bench-Press_Upper-Arms_720.gif,False,Lie on an incline bench holding a barbell with a close grip
576,Barbell Reverse Close Grip Bench Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps","Flat Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/21871301-Barbell-Reverse-Close-grip-Bench-Press_Upper-Arms_720.gif,False,Lie on a bench holding a barbell with an underhand close grip
577,Ez Barbell Seated Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps",EZ Bar,2/3,https://fitcron.com/wp-content/uploads/2021/03/04531301-EZ-Barbell-Seated-Triceps-Extension_Upper-Arms_720.gif,False,Sit holding an EZ bar overhead
578,Ez Barbell Incline Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Incline Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/03/04491301-EZ-Barbell-Incline-Triceps-Extension_Upper-Arms_720.gif,False,Lie on an incline bench holding an EZ bar
579,Ez Bar Lying Close Grip Triceps Extension Behind Head Upper Arms,Strength,Arms,"Forearms, Triceps","Flat Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/03/17481301-EZ-Bar-Lying-Close-Grip-Triceps-Extension-Behind-Head_Upper-Arms_720.gif,False,Lie on a bench holding an EZ bar with a close grip
580,Ez Barbell Jm Bench Press Upper Arms,Strength,Arms,"Chest, Forearms, Triceps","Flat Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/03/04501301-EZ-Barbell-JM-Bench-Press_Upper-Arms_720.gif,False,Lie on a bench holding an EZ bar with a close grip
581,Ez Barbell Decline Close Grip Face Press,Strength,Arms,"Forearms, Triceps","Incline Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/03/04481301-EZ-Barbell-Decline-Close-grip-Face-Press_Triceps_720.gif,False,Lie on a decline bench holding an EZ bar with a close grip
582,Ez Barbell Decline Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps","Incline Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/03/21861301-EZ-Barbell-Decline-Triceps-Extension_Upper-Arms_720.gif,False,Lie on a decline bench holding an EZ bar
583,Lever Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/06071301-Lever-Triceps-Extension_Upper-Arms_720.gif,False,Sit in a lever triceps extension machine
584,Lever Triceps Extension Upper Arms,Strength,Arms,"Forearms, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/10331301-Lever-Triceps-Extension_Upper-Arms_720.gif,False,Sit in a lever triceps extension machine
585,Lever Triceps Dip Plate Loaded Upper Arms,Strength,Arms,"Forearms, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/18711301-Lever-Triceps-Dip-plate-loaded_Upper-Arms_720.gif,False,Sit in a plate-loaded lever dip machine
586,Lever Overhand Triceps Dip Upper Arms,Strength,Arms,"Forearms, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/05911301-Lever-Overhand-Triceps-Dip_Upper-Arms_720.gif,False,Support yourself on a lever dip machine with an overhand grip
587,Reverse Push Up Upper Arms,Strength,Arms,"Forearms, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/37511301-Reverse-Push-up_Upper-Arms_720.gif,False,Hang under a low bar
588,Cross Arms Push Up Upper Arms,Strength,Arms,"Forearms, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/37841301-Cross-Arms-Push-up_Upper-Arms_720.gif,False,Perform a push-up with arms crossed
589,Push Up On Forearms Upper Arms,Strength,Arms,"Forearms, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/14671301-Push-up-on-Forearms_Upper-Arms_720.gif,False,Perform a push-up with forearms on the floor
590,Reverse Dip Upper Arms,Strength,Arms,"Forearms, Triceps",,1/3,https://fitcron.com/wp-content/uploads/2021/03/06721301-Reverse-Dip_Upper-Arms_720.gif,False,Support yourself on parallel bars facing backward
591,Body Up,Strength,Arms,"Forearms, Triceps",,3/3,https://fitcron.com/wp-content/uploads/2021/03/01371301-Body-Up_Shoulders_720.gif,False,Support yourself on parallel bars
592,Diamond Push Up Upper Arms,Strength,Arms,"Forearms, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/02831301-Diamond-Push-up_Upper-Arms_720.gif,False,Perform a push-up with hands close in a diamond shape
593,Triceps Press Upper Arms,Strength,Arms,"Forearms, Triceps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/08161301-Triceps-Press_Upper-Arms_720.gif,False,Stand holding a weight overhead
594,Bench Dip On Floor Upper Arms,Strength,Arms,"Forearms, Triceps",,1/3,https://fitcron.com/wp-content/uploads/2021/03/13991301-Bench-dip-on-floor_Upper-Arms_720.gif,False,Sit on the floor with hands on a bench behind
595,Triceps Dip Bench Leg Upper Arms,Strength,Arms,"Forearms, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/08121301-Triceps-Dip-bench-leg_Upper-Arms_720.gif,False,Sit on a bench with hands beside hips
596,Impossible Dips Upper Arms,Strength,Arms,"Forearms, Triceps",Other,3/3,https://fitcron.com/wp-content/uploads/2021/03/32891301-Impossible-dips_Upper-arms_720.gif,False,Support yourself on parallel bars
597,Korean Dips,Strength,Arms,"Forearms, Triceps",Other,3/3,https://fitcron.com/wp-content/uploads/2021/03/32881301-Korean-dips_Chest_720.gif,False,Perform dips on parallel bars with a slight forward lean
598,Triceps Dip Upper Arms,Strength,Arms,"Forearms, Triceps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/08141301-Triceps-Dip_Upper-Arms_720.gif,False,Support yourself on parallel bars
599,Dumbbell Around Pullover,Strength,Chest,"Chest, Lats, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/02881301-Dumbbell-Around-Pullover_Chest_720.gif,False,Lie on a bench holding a dumbbell overhead
600,Dumbbell Pullover,Strength,Chest,"Chest, Lats, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/03751301-Dumbbell-Pullover_Chest_720.gif,False,Lie on a bench holding a dumbbell overhead
601,Dumbbell Decline Hammer Press,Strength,Chest,"Chest, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/03031301-Dumbbell-Decline-Hammer-Press_Chest_720.gif,False,Lie on a decline bench holding dumbbells with a neutral grip
602,Dumbbell Decline Bench Press,Strength,Chest,"Chest, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/03011301-Dumbbell-Decline-Bench-Press_Chest_720.gif,False,Lie on a decline bench holding dumbbells
603,Dumbbell Bench Press,Strength,Chest,"Chest, Triceps","Flat Bench, Dumbbells",1/3,https://fitcron.com/wp-content/uploads/2021/03/02891301-Dumbbell-Bench-Press_Chest_720.gif,False,Lie on a flat bench holding dumbbells
604,Dumbbell Incline Palm In Press,Strength,Chest,"Chest, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/03241301-Dumbbell-Incline-Palm-in-Press_Chest_720.gif,False,Lie on an incline bench holding dumbbells with palms facing in
605,Dumbbell Lying One Arm Press,Strength,Chest,"Chest, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/03431301-Dumbbell-Lying-One-Arm-Press_Chest_720.gif,False,Lie on a bench holding a dumbbell in one hand
606,Dumbbell Incline Reverse Grip 30 Degrees Bench Press,Strength,Chest,"Chest, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/12141301-Dumbbell-Incline-reverse-grip-30-degrees-bench-press_chest_720.gif,False,Lie on a 30-degree incline bench holding dumbbells with an underhand grip
607,Dumbbell Incline One Arm Press,Strength,Chest,"Chest, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/12811301-Dumbbell-Incline-One-Arm-Press_Chest_720.gif,False,Lie on an incline bench holding a dumbbell in one hand
608,Dumbbell Decline Twist Fly,Strength,Chest,"Chest, Triceps",Dumbbells,2/3,https://fitcron.com/wp-content/uploads/2021/03/03071301-Dumbbell-Decline-Twist-Fly_Chest_720.gif,False,Lie on a decline bench holding dumbbells
609,Dumbbell Decline Fly,Strength,Chest,"Chest, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/03021301-Dumbbell-Decline-Fly_Chest_720.gif,False,Lie on a decline bench holding dumbbells
610,Dumbbell Incline Fly Chest Fix,Strength,Chest,"Chest, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/03191301-Dumbbell-Incline-Fly_Chest-FIX_720.gif,False,Lie on an incline bench holding dumbbells
611,Dumbbell Fly Chest Fix,Strength,Chest,"Chest, Triceps","Flat Bench, Dumbbells",1/3,https://fitcron.com/wp-content/uploads/2021/03/03081301-Dumbbell-Fly_Chest-FIX_720.gif,False,Lie on a flat bench holding dumbbells
612,Dumbbell Alternate Bench Press High Start,Strength,Chest,"Chest, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/36951301-Dumbbell-Alternate-Bench-Press-high-start_Chest_720.gif,False,Lie on a bench holding dumbbells
613,Dumbbell Lying Hammer Press,Strength,Chest,"Chest, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/03401301-Dumbbell-Lying-Hammer-Press_Chest_720.gif,False,Lie on a bench holding dumbbells with a neutral grip
614,Dumbbell Squeeze Bench Press,Strength,Chest,"Chest, Triceps","Flat Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/36811301-Dumbbell-Squeeze-Bench-Press_Chest_720.gif,False,Lie on a bench holding dumbbells pressed together
615,Dumbbell Incline Close Grip Press Variation Upper Arms,Strength,Chest,"Chest, Triceps","Incline Bench, Dumbbells",2/3,https://fitcron.com/wp-content/uploads/2021/03/40151301-Dumbbell-Incline-Close-grip-Press-Variation_Upper-Arms_720.gif,False,Lie on an incline bench holding dumbbells close together
616,Twist Push Up,Strength,Chest,"Chest, Triceps",,3/3,https://fitcron.com/wp-content/uploads/2021/03/39641301-Twist-Push-up_Chest_720.gif,False,Perform a push-up
617,Single Arm Push Up,Strength,Chest,"Chest, Triceps",,3/3,https://fitcron.com/wp-content/uploads/2021/03/07251301-Single-Arm-Push-up_Chest_720.gif,False,Perform a push-up with one hand on the floor
618,Archer Push Up,Strength,Chest,"Chest, Triceps",,3/3,https://fitcron.com/wp-content/uploads/2021/03/32941301-Archer-Push-up_Chest_720.gif,False,Perform a push-up with one arm extended to the side
619,Decline Push Up M,Strength,Chest,"Chest, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/02791301-Decline-Push-Up-m_chest_720.gif,False,Perform a push-up with feet elevated
620,Clap Push Up Plyometrics,Strength,Chest,"Chest, Triceps",,3/3,https://fitcron.com/wp-content/uploads/2021/03/12731301-Clap-Push-Up_Plyometrics_Chest_720.gif,False,Perform a push-up
621,Close Grip Push Up Upper Arms,Strength,Chest,"Chest, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/02591301-Close-Grip-Push-up_Upper-Arms_720.gif,False,Perform a push-up with hands close together
622,Wide Hand Push Up,Strength,Chest,"Chest, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/13111301-Wide-Hand-Push-up_Chest_720.gif,False,Perform a push-up with hands wider than shoulders
623,Plyo Push Up,Strength,Chest,"Chest, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/13061301-Plyo-Push-Up_Chest_720.gif,False,Perform a push-up
624,Push Up With Push Up Handles,Strength,Chest,"Chest, Triceps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/14861301-Push-up-With-push-up-handles_Chest_720.gif,False,Perform a push-up using handles
625,Push Up M Chest Fix,Strength,Chest,"Chest, Triceps",,2/3,https://fitcron.com/wp-content/uploads/2021/03/06621301-Push-up-m_Chest-FIX_720.gif,False,Perform a standard push-up
626,Weighted Svend Press,Strength,Chest,"Chest, Triceps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/08561301-Weighted-Svend-Press_Chest_720.gif,False,Stand holding a weight plate at chest level
627,Chest Dip On Straight Bar,Strength,Chest,"Chest, Triceps",Other,3/3,https://fitcron.com/wp-content/uploads/2021/03/24621301-Chest-Dip-on-Straight-Bar_Chest_720.gif,False,Hang from a straight bar
628,Chest Dip,Strength,Chest,"Chest, Triceps",Other,2/3,https://fitcron.com/wp-content/uploads/2021/03/02511301-Chest-Dip_Chest_720.gif,False,Support yourself on parallel bars
629,Lever Pec Deck Fly,Strength,Chest,"Chest, Triceps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/10301301-Lever-Pec-Deck-Fly_Chest_720.gif,False,Sit in a lever pec deck machine
630,Lever Seated Fly,Strength,Chest,"Chest, Triceps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/05961301-Lever-Seated-Fly_Chest_720.gif,False,Sit in a lever fly machine
631,Lever Lying Chest Press Plate Loaded,Strength,Chest,"Chest, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/10411301-Lever-Lying-Chest-Press-plate-loaded_Chest_720.gif,False,Lie in a plate-loaded lever chest press machine
632,Lever Crossovers,Strength,Chest,"Chest, Triceps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/33441301-Lever-Crossovers_Chest_720.gif,False,Stand in a lever crossover machine
633,Lever Seated Dip Upper Arms,Strength,Chest,"Chest, Triceps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/14511301-Lever-Seated-Dip_Upper-Arms_720.gif,False,Sit in a lever dip machine
634,Machine Inner Chest Press,Strength,Chest,"Chest, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/13011301-Machine-Inner-Chest-Press_Chest_720.gif,False,Sit in a chest press machine
635,Leverage Incline Chest Press,Strength,Chest,"Chest, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/12991301-Leverage-Incline-Chest-Press_Chest_720.gif,False,Sit in a leverage incline chest press machine
636,Lever Incline Chest Press,Strength,Chest,"Chest, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/14791301-Lever-Incline-Chest-Press_Chest_720.gif,False,Sit in a lever incline chest press machine
637,Lever Decline Chest Press Version 2,Strength,Chest,"Chest, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/22781301-Lever-Decline-Chest-Press-VERSION-2_Chest_720.gif,False,Sit in a lever decline chest press machine
638,Lever Chest Press Version 4,Strength,Chest,"Chest, Triceps",Machine,1/3,https://fitcron.com/wp-content/uploads/2021/03/22771301-Lever-Chest-Press-VERSION-4_Chest_720.gif,False,Sit in a lever chest press machine
639,Landmine Floor One Arm Chest Fly,Strength,Chest,"Chest, Triceps",Machine,2/3,https://fitcron.com/wp-content/uploads/2021/03/39231301-Landmine-Floor-One-Arm-Chest-Fly_Chest_720.gif,False,Kneel holding a landmine barbell with one hand
640,Barbell Decline Wide Grip Press,Strength,Chest,"Chest, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/00361301-Barbell-Decline-Wide-grip-Press_Chest_720.gif,False,Lie on a decline bench holding a barbell with a wide grip
641,Barbell Reverse Grip Decline Bench Press,Strength,Chest,"Chest, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/12561301-Barbell-Reverse-Grip-Decline-Bench-Press_Chest_720.gif,False,Lie on a decline bench holding a barbell with an underhand grip
642,Barbell Decline Bent Arm Pullover,Strength,Chest,"Chest, Lats, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/00341301-Barbell-Decline-Bent-Arm-Pullover_Back_720.gif,False,Lie on a decline bench holding a barbell
643,Barbell Wide Reverse Grip Bench Press,Strength,Chest,"Chest, Triceps","Flat Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/12581301-Barbell-Wide-Reverse-Grip-Bench-Press_Chest_720.gif,False,Lie on a bench holding a barbell with a wide underhand grip
644,Barbell Reverse Grip Incline Bench Press,Strength,Chest,"Chest, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/12571301-Barbell-Reverse-Grip-Incline-Bench-Press_Chest_720.gif,False,Lie on an incline bench holding a barbell with an underhand grip
645,Barbell Decline Wide Grip Pullover,Strength,Chest,"Chest, Lats, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/00371301-Barbell-Decline-wide-grip-pullover_Back_720.gif,False,Lie on a decline bench holding a barbell with a wide grip
646,Barbell Bent Arm Pullover,Strength,Chest,"Chest, Lats, Triceps","Flat Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/13161301-Barbell-Bent-Arm-Pullover_Back_720.gif,False,Lie on a bench holding a barbell with bent arms
647,Smith Hex Press,Strength,Chest,"Chest, Triceps","Flat Bench, Machine",2/3,https://fitcron.com/wp-content/uploads/2021/03/29191301-Smith-Hex-Press_Chest_720.gif,False,Lie on a bench under a Smith machine
648,Ez Bar Close Grip Bench Press Upper Arms,Strength,Chest,"Chest, Triceps","Flat Bench, EZ Bar",2/3,https://fitcron.com/wp-content/uploads/2021/03/24321301-EZ-bar-Close-Grip-Bench-Press_Upper-Arms_720.gif,False,Lie on a bench holding an EZ bar with a close grip
649,Barbell Wide Bench Press,Strength,Chest,"Chest, Triceps","Flat Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/01221301-Barbell-Wide-Bench-Press_Chest_720.gif,False,Lie on a bench holding a barbell with a wide grip
650,Barbell Incline Bench Press,Strength,Chest,"Chest, Triceps","Incline Bench, Barbell",2/3,https://fitcron.com/wp-content/uploads/2021/03/00471301-Barbell-Incline-Bench-Press_Chest_720.gif,False,Lie on an incline bench holding a barbell
651,Barbell Bench Press Chest Fix,Strength,Chest,"Chest, Triceps","Flat Bench, Barbell",1/3,https://fitcron.com/wp-content/uploads/2021/03/00251301-Barbell-Bench-Press_Chest-FIX_720.gif,False,Lie on a flat bench holding a barbell
652,Cable Lying Extension Pullover With Rope Attachment,Strength,Chest,"Chest, Lats, Triceps","Flat Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/03/01841301-Cable-Lying-Extension-Pullover-with-rope-attachment_Back_720.gif,False,Lie on a bench facing a cable machine with a rope
653,Cable One Arm Decline Chest Fly,Strength,Chest,"Chest, Triceps","Incline Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/03/12621301-Cable-One-Arm-Decline-Chest-Fly_Chest_720.gif,False,Lie on a decline bench
654,Cable Decline One Arm Press,Strength,Chest,"Chest, Triceps","Incline Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/03/12601301-Cable-Decline-One-Arm-Press_Chest_720.gif,False,Lie on a decline bench
655,Cable Standing Fly,Strength,Chest,"Chest, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/03/02271301-Cable-Standing-Fly_Chest_720.gif,False,Stand at a cable machine with high attachments
656,Cable Standing Up Straight Crossovers,Strength,Chest,"Chest, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/03/12691301-Cable-Standing-Up-Straight-Crossovers_Chest_720.gif,False,Stand at a cable machine with high attachments
657,Cable Upper Chest Crossovers,Strength,Chest,"Chest, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/03/12701301-Cable-Upper-Chest-Crossovers_Chest_720.gif,False,Stand at a cable machine with high attachments
658,Cable Middle Fly,Strength,Chest,"Chest, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/03/01881301-Cable-Middle-Fly_Chest_720.gif,False,Stand at a cable machine with mid-level attachments
659,Cable One Arm Incline Press,Strength,Chest,"Chest, Triceps","Incline Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/03/12651301-Cable-One-Arm-Incline-Press_Chest_720.gif,False,Lie on an incline bench
661,Cable Twisting Standing One Arm Chest Press,Strength,Chest,"Chest, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/03/12111301-Cable-twisting-standing-one-arm-chest-press_chest_720.gif,False,Stand at a cable machine
662,Cable Seated Chest Press,Strength,Chest,"Chest, Triceps","Incline Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/03/21441301-Cable-Seated-Chest-Press_Chest_720.gif,False,Sit at a cable machine
663,Cable Seating Close Press Upper Arms,Strength,Chest,"Chest, Triceps","Incline Bench, Cable",2/3,https://fitcron.com/wp-content/uploads/2021/03/33641301-Cable-Seating-Close-Press_Upper-Arms_720.gif,False,Sit at a cable machine with a close grip
664,Cable Half Kneeling Pallof Press,Strength,Chest,"Chest, Obliques, Triceps",Cable,2/3,https://fitcron.com/wp-content/uploads/2021/03/41931301-Cable-Half-Kneeling-Pallof-Press_Waist_720.gif,False,Half-kneel at a cable machine
665,Band Bench Press,Strength,Chest,"Chest, Triceps","Flat Bench, Resistance Bands",1/3,https://fitcron.com/wp-content/uploads/2021/03/12541301-Band-Bench-Press_Chest_720.gif,False,Lie on a bench with a resistance band under
666,Band Alternate Incline Chest Press With Twist,Strength,Chest,"Chest, Triceps",Resistance Bands,1/3,https://fitcron.com/wp-content/uploads/2021/03/33241301-Band-Alternate-Incline-Chest-Press-with-Twist_Chest_720.gif,False,Lie on an incline bench with a resistance band
